molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4465548,COc1ccc(-c2csc(N/N=C3\C(=O)N(Cc4ccccc4F)c4ccc(C)cc43)n2)cc1,5300.0
CHEMBL4461266,O=C1Nc2ccc(F)cc2/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,5300.0
CHEMBL3409200,O=C1Nc2ccccc2/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,5300.0
CHEMBL3409203,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4ccccc43)n2)cc1,5300.0
CHEMBL4549579,Cc1ccc(-c2csc(N/N=C3\C(=O)N(Cc4ccccc4F)c4ccc(C)cc43)n2)cc1,5300.0
CHEMBL4529445,Cc1cccc2nc(-c3ccccc3O)[nH]c12,5300.0
CHEMBL4579201,Cc1cccc2nc(-c3cccc(O)c3)[nH]c12,5300.0
CHEMBL4439784,Cc1cccc2nc(-c3ccc(O)cc3)[nH]c12,5300.0
CHEMBL4475487,COc1ccc(-c2nc3cccc(C)c3[nH]2)c(O)c1,5300.0
CHEMBL4473648,Cc1cccc2nc(-c3cccc(Cl)c3)[nH]c12,5300.0
CHEMBL4550935,COc1ccc(-c2nc3cccc(C)c3[nH]2)cc1O,5300.0
CHEMBL4565093,Cc1cccc2nc(-c3ccncc3)[nH]c12,5300.0
CHEMBL4545784,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccc(O)cc3)cs1)C(=O)N2,5300.0
CHEMBL4446848,Cc1cc(C)c2c(c1)/C(=N/Nc1nc(-c3ccc(Br)cc3)cs1)C(=O)N2,5300.0
CHEMBL4460518,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccc(O)cc3)cs1)C(=O)N2Cc1ccccc1F,5300.0
CHEMBL3409199,O=C1Nc2ccccc2/C1=N/Nc1nc(-c2ccc(Cl)cc2)cs1,5300.0
CHEMBL4550316,O=C1Nc2ccc(Cl)cc2/C1=N/Nc1nc(-c2ccc(Br)cc2)cs1,5300.0
CHEMBL4468486,Cc1cc(C)c2c(c1)/C(=N/Nc1nc(-c3ccc(F)cc3)cs1)C(=O)N2,5300.0
CHEMBL4538319,Cc1ccc(-c2csc(N/N=C3\C(=O)Nc4c(C)cc(C)cc43)n2)cc1,5300.0
CHEMBL3407639,O=C(N/N=C/c1ccc(Cl)cc1)c1ccc(-c2nc3ccccc3s2)cc1,5310.0
CHEMBL2418233,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,5310.0
CHEMBL5284892,O=C(Sc1nccs1)c1ccc(-c2cccc(F)c2)o1,5392.0
CHEMBL5271893,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)NCc2ccc(C)cc2)nn1,5400.0
CHEMBL1709767,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1OC,5420.0
CHEMBL4289618,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)c(Cl)c1,5440.0
CHEMBL3407624,O=C(N/N=C/c1ccccc1O)c1ccc(-c2nc3ccccc3s2)cc1,5550.0
CHEMBL3407627,O=C(N/N=C/c1ccc(O)cc1O)c1ccc(-c2nc3ccccc3s2)cc1,5580.0
CHEMBL3765775,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@H](OCc1ccc(Cl)cc1)[C@H](O)[C@@H](O)CO.[Cl-],5600.0
CHEMBL2414819,O=C(/C=C/c1ccc(O)cc1)NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5600.0
CHEMBL4466646,CCCCOc1ccc(C(=O)n2nnc3ccccc32)cc1,5600.0
CHEMBL4532649,O=C(c1ccc(F)c(F)c1Cl)n1nnc2ccccc21,5630.0
CHEMBL597996,CO[C@@H]1O[C@H](Cn2cc(COc3ccccc3)nn2)[C@H]2OC(C)(C)O[C@@H]12,5700.0
CHEMBL2177693,CCC[C@@H](O)[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O,5700.0
CHEMBL323197,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,5700.0
CHEMBL5432769,COc1cccc(NC(=O)Cn2nc3c(c2C)N(C)Sc2ccccc2-3)c1,5800.0
CHEMBL2114189,CC[C@H]1NC[C@@H](O)[C@@H]1O,5800.0
CHEMBL4567979,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(Br)cc4oc3c2)nn1)Nc1ccc(O)cc1O,5870.0
CHEMBL5279024,O=C(Nc1nccs1)c1ccc(-c2cccc(Cl)c2)o1,5871.0
CHEMBL557057,O=C1Nc2ccccc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,5900.0
CHEMBL4590423,O=C1Nc2ccc(Br)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,5900.0
CHEMBL4435550,CC(C)n1cc(C2(c3cn(C(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0
CHEMBL4436361,CC(C)Cn1cc(C2(c3cn(CC(C)C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0
CHEMBL2011865,O=C1Nc2ccc(Cl)cc2C1(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,5900.0
CHEMBL4550304,CCCCn1cc(C2(c3cn(CCCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0
CHEMBL564411,Cn1cc(C2(c3cn(C)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0
CHEMBL4445238,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2)c2ccccc12)c1cn(Cc2ccccc2)c2ccccc12,5900.0
CHEMBL4440702,Cc1ccc2c(c1)C(c1c[nH]c3ccccc13)(c1c[nH]c3ccccc13)C(=O)N2,5900.0
CHEMBL4436320,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2F)c2ccccc12)c1cn(Cc2ccccc2F)c2ccccc12,5900.0
CHEMBL4575035,O=C1Nc2ccccc2C1(c1cn(Cc2ccccc2Cl)c2ccccc12)c1cn(Cc2ccccc2Cl)c2ccccc12,5900.0
CHEMBL4460080,O=C1Nc2ccccc2C1(c1cn(Cc2ccc(Br)cc2)c2ccccc12)c1cn(Cc2ccc(Br)cc2)c2ccccc12,5900.0
CHEMBL4564310,O=C1Nc2ccccc2C1(c1cn(Cc2cccc(F)c2)c2ccccc12)c1cn(Cc2cccc(F)c2)c2ccccc12,5900.0
CHEMBL4443865,CCCn1cc(C2(c3cn(CCC)c4ccccc34)C(=O)Nc3ccccc32)c2ccccc21,5900.0
CHEMBL5428724,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)Cc5c([nH]c6cc([N+](=O)[O-])ccc56)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,5910.0
CHEMBL5273810,O=C(Sc1nccs1)c1ccc(-c2ccccc2F)o1,5970.0
CHEMBL30707,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,6000.0
CHEMBL456583,OC[C@H]1NCC[C@H](O)[C@@H]1O,6000.0
CHEMBL5290636,CC1(C)C=Cc2c(ccc3c2OC2c4ccc(O)cc4OCC32)O1,6000.0
CHEMBL394682,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccc(Cl)cc2)OC1=O,6000.0
CHEMBL5281806,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc([N+](=O)[O-])cc2)nn1,6000.0
CHEMBL401628,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCOc1cccc(-c2cnn[nH]2)c1,6070.0
CHEMBL3222198,CCCCCC(=O)N[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,6100.0
CHEMBL4439490,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(O)cc4oc3c2)nn1)Nc1ccc(O)c(O)c1,6130.0
CHEMBL4476389,C(=N/Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1)\c1cccc2ccccc12,6200.0
CHEMBL4583678,O=C(N/N=C/c1ccc(Cl)cc1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4468721,COc1ccccc1/C=N/NC(=O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4456697,O=C(N/N=C/c1cccc(Cl)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4453289,O=C(N/N=C/c1cccc(Br)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4576919,O=C(N/N=C/c1ccccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4573047,O=C(N/N=C/c1ccc(O)cc1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4574133,CC(C)(C)c1cc(/C=N/NC(=O)c2nc(-c3cc4ccccc4oc3=O)cs2)c(O)c(C(C)(C)C)c1,6200.0
CHEMBL4444658,O=C(N/N=C/c1cc(O)ccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4516889,O=C(N/N=C/c1ccc(O)c(O)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL5416871,N#Cc1ccc(S(=O)(=O)NNC(=O)c2cc3cc(F)ccc3[nH]2)cc1,6200.0
CHEMBL4435153,O=C(N/N=C/c1ccc(C(F)(F)F)cc1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4538234,COc1ccc(/C=N/NC(=O)c2nc(-c3cc4ccccc4oc3=O)cs2)cc1,6200.0
CHEMBL4452388,O=C(N/N=C/c1cccc(F)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4521797,O=C(N/N=C/c1ccccc1F)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4553656,COc1ccc(/C=N/NC(=O)c2nc(-c3cc4ccccc4oc3=O)cs2)c(O)c1,6200.0
CHEMBL4553128,O=C(N/N=C/c1ccc(O)c(F)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4460908,O=C(N/N=C/c1cc(Cl)ccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL4129528,O=C(N/N=C/c1cc(Cl)cc(Cl)c1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200.0
CHEMBL5266469,O=C(Nc1nccs1)c1ccc(-c2cccc(F)c2)o1,6227.0
CHEMBL3918889,O=c1ccc2nc3ccc(OCCCCn4cc(CCCCN5C[C@H](O)[C@@H](O)[C@H](O)[C@H]5CO)nn4)cc3oc-2c1,6300.0
CHEMBL5270724,COc1ccc(-c2ncc(NC(=O)Cn3cc(COc4ccc(-c5nc6ccccc6[nH]5)cc4)nn3)s2)cc1,6310.0
CHEMBL5268558,O=c1ccc2cc(O)c(O)c(-c3c(O)c(O)cc4ccc(=O)oc34)c2o1,6400.0
CHEMBL4516081,O=C(c1ccc(O)cc1)C1Cc2c(ccc3ccccc23)O1,6500.0
CHEMBL5175783,OC[C@@]1(c2cccc(F)c2)NC[C@@H](O)[C@@H]1O,6500.0
CHEMBL2159632,O=S(=O)([O-])O[C@@H]([C@@H](O)[C@@H](O)[C@@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,6500.0
CHEMBL3407617,COc1ccc(O)c(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c1,6500.0
CHEMBL4294091,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)c([N+](=O)[O-])c1,6590.0
CHEMBL4204289,COc1cc(-c2ccc(OCCBr)cc2)c(OC)c(OCCBr)c1-c1ccc(O)cc1,6670.0
CHEMBL454551,COc1ccc([C@@H]2N[C@@H](CO)[C@H](O)[C@H]2O)cc1O,6700.0
CHEMBL5282594,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(Cl)cc2)nn1,6700.0
CHEMBL3358659,N[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,6800.0
CHEMBL5273304,CC(C)=CC/C(C)=C/Cc1c(O)cc2oc3c(O)ccc(O)c3c(=O)c2c1O,6900.0
CHEMBL5266990,O=C(Sc1nccs1)c1ccc(-c2ccc(F)cc2F)o1,6935.0
CHEMBL3407623,COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c(O)c1,6970.0
CHEMBL3786889,CSc1ccc(NC(=O)O/N=C2\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,7030.0
CHEMBL4474751,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(O)ccc4oc3c2)nn1)Nc1ccc(O)c(O)c1,7060.0
CHEMBL187043,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O)c12,7090.0
CHEMBL3407632,O=C(N/N=C/c1ccc(F)cc1)c1ccc(-c2nc3ccccc3s2)cc1,7120.0
CHEMBL4211872,COc1c(Br)c(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1,7140.0
CHEMBL5277625,CCc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3OC)nn2)cc1,7200.0
CHEMBL4128298,O=C(Cn1c(Cc2ccc(Br)cc2)nc2ccccc2c1=O)NNC(=O)c1cc2ccccc2oc1=O,7300.0
CHEMBL3358658,N[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,7300.0
CHEMBL5413190,O=C(NNS(=O)(=O)c1cccc(Cl)c1)c1cc2cc(F)ccc2[nH]1,7400.0
CHEMBL3787212,O=C(Nc1ccc2nsnc2c1)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,7400.0
CHEMBL1628264,N[C@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,7500.0
CHEMBL4079099,CC1(C)CCc2cc(CC3=C(c4ccc(O)cc4)[C@@](O)(C(=O)O)OC3=O)ccc2O1,7630.0
CHEMBL2414817,CC(=O)Oc1cc(C(=O)NC[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC(C)=O)c1OC(C)=O,7700.0
CHEMBL4281051,CCOc1cc(/C=C2\SC(=S)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O,7720.0
CHEMBL5286921,C=C(C)/C=C/c1cc(O)c(O)c2oc3c(C/C=C(/C)CC=C(C)C)c(OC)cc(O)c3c(=O)c12,7800.0
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,7800.0
CHEMBL4292355,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)cc1,7910.0
CHEMBL5283167,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc(Br)cc1,8000.0
CHEMBL3407634,O=C(N/N=C/c1ccccc1)c1ccc(-c2nc3ccccc3s2)cc1,8050.0
CHEMBL3407638,O=C(N/N=C/c1ccc(O)c(Br)c1)c1ccc(-c2nc3ccccc3s2)cc1,8070.0
CHEMBL3594154,CC(C)=CCC/C(C)=C/CC/C(=C/Cc1cc(O)ccc1O)C(=O)OC[C@@](C)(O)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C,8100.0
CHEMBL4460633,Clc1cccc(-c2[nH]c3ccccc3c2-c2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)c1,8300.0
CHEMBL5284464,C=C(C)/C=C/c1c(O)c(OC)c(/C=C/C(=C)C)c2c(=O)c3c(O)c(CC(O)C(=C)C)c(O)cc3oc12,8300.0
CHEMBL3622692,FC(F)(F)c1ccc(-c2[nH]c3ccccc3c2-c2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)cc1,8300.0
CHEMBL4551286,Brc1ccc(-n2c(-c3c(-c4cccc(Br)c4)[nH]c4ccccc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300.0
CHEMBL4576623,COc1ccc(-n2c(-c3c(-c4cccc(Br)c4)[nH]c4ccccc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300.0
CHEMBL4570383,COc1ccc(-n2c(-c3c(-c4ccc(Cl)cc4)[nH]c4ccc(Cl)cc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300.0
CHEMBL4465477,Fc1ccc2[nH]c(-c3ccccc3)c(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3ccccc3)c2c1,8300.0
CHEMBL4579286,Fc1ccc2[nH]c(-c3ccccc3)c(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3cccc(Cl)c3)c2c1,8300.0
CHEMBL4531602,CC(=O)Nc1ccc(-n2c(-c3c(-c4ccccc4)[nH]c4ccc(F)cc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300.0
CHEMBL5268702,Cc1ccc(CNC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,8300.0
CHEMBL4519790,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(OC)ccc5oc4c3)nn2)c(OC)c1,8310.0
CHEMBL3407637,O=C(N/N=C/c1c(O)cc(O)cc1O)c1ccc(-c2nc3ccccc3s2)cc1,8370.0
CHEMBL2093897,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,8400.0
CHEMBL5282036,O=C(Sc1nccs1)c1ccc(-c2c(F)cccc2F)o1,8436.0
CHEMBL3407621,O=C(N/N=C/c1cccs1)c1ccc(-c2nc3ccccc3s2)cc1,8480.0
CHEMBL1765290,O=S(=O)([O-])O[C@H]([C@@H](O)[C@H](O)[C@@H](O)CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,8500.0
CHEMBL4210494,COc1cc(-c2ccc(O)cc2)c(OC)c(OCCC(C)C)c1-c1ccc(O)cc1,8580.0
CHEMBL4216866,CO[C@H]1OC(=O)C(Cc2ccc(O)c(CC=C(C)C)c2)=C1c1ccc(O)cc1,8650.0
CHEMBL4216906,CCCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(OCCC)c2OC)cc1,8690.0
CHEMBL4209056,C=CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(OCC=C)c2OC)cc1,8770.0
CHEMBL4537425,C=C(C)C(COc1c2occc2c(OC)c2ccc(=O)oc12)OC(C)(C)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,8800.0
CHEMBL4576254,C=C(C)C(COc1c2ccoc2cc2oc(=O)ccc12)OC(C)(C)C(O)COc1c2occc2c(OC)c2ccc(=O)oc12,8800.0
CHEMBL4864585,CC[C@@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,8800.0
CHEMBL207194,O=Cc1cc(Br)ccc1O,8800.0
CHEMBL4464398,C=C(C)C(COc1c2occc2cc2ccc(=O)oc12)OC(C)(C)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,8800.0
CHEMBL1641749,CCCC[C@H]1[C@H](O)[C@@H](O)[C@H](CO)N1CCCC,8800.0
CHEMBL5269102,C=CC(C)(C)c1c(O)ccc2c(=O)c3c(O)c(CC=C(C)C)c(OC)c(O)c3oc12,8900.0
CHEMBL5276485,O=C(Sc1nccs1)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,8934.0
CHEMBL1765344,O=S(=O)([O-])O[C@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,9000.0
CHEMBL2259857,COc1ccc(/C=C/C(=O)c2ccc3occc3c2O)cc1,9200.0
CHEMBL3407641,O=C(N/N=C/c1cccc(O)c1)c1ccc(-c2nc3ccccc3s2)cc1,9210.0
CHEMBL4783560,OC[C@@H]1N[C@@H](c2ccc(O)cc2)[C@H](O)[C@H]1O,9300.0
CHEMBL5281050,Cc1ccnc(NC(=O)CSc2nnc(CCCc3c[nH]c4ccccc34)o2)c1,9370.0
CHEMBL5435396,Cc1cccc(NC(=O)CSc2nnc(Cc3c[nH]c4ccccc34)o2)c1,9370.0
CHEMBL5277686,C=C(C)/C=C/c1c(OC)cc(O)c2c(=O)c3ccc(O)c(O)c3oc12,9400.0
CHEMBL4641347,Cc1cccc(NC(=O)CSc2nnc(CCCc3c[nH]c4ccccc34)o2)c1C,9460.0
CHEMBL4547068,Clc1ccc(/N=c2\scc(-c3ccc(Cl)cc3)n2Nc2ccccc2)cc1,9600.0
CHEMBL5291178,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)Oc3[nH]c(=O)[nH]c(=O)c3C2c2cccc([N+](=O)[O-])c2)ccc1O,9700.0
CHEMBL5271556,C=C(C)/C=C/c1c(O)cc2oc3cc(O)c(OC)c(CC(=O)C(=C)C)c3c(=O)c2c1O,9800.0
CHEMBL5273222,COc1cc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCC3)ccc1O,9900.0
CHEMBL5411329,COc1ccc(/N=C2/NC(=O)/C(=C/c3cn(-c4ccccc4)nc3-c3ccc(OC)cc3)S2)cc1,9900.0
CHEMBL4203235,CO[C@@H]1OC(=O)C(Cc2ccc(O)c(CC=C(C)C)c2)=C1c1ccc(O)cc1,9980.0
CHEMBL5203236,O=c1[nH]c2ccccc2nc1N/N=C/c1cccs1,9990.0
CHEMBL259721,[O-][C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,10000.0
CHEMBL1163255,CCCC[C@@H]1N[C@H](CO)[C@H](O)[C@H](O)[C@H]1C,10000.0
CHEMBL4216316,CCCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(O)c2OC)cc1,10000.0
CHEMBL4238409,CCC1NC(CC)C(O)C(O)C1O,10000.0
CHEMBL4203265,C=C(CCC=C(C)C)C(O)Cc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3cc(O)ccc3oc12,10100.0
CHEMBL3594155,CC(C)=CCC/C(C)=C/CC/C(=C/Cc1cc(O)ccc1O)C(=O)O[C@@H](CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C)[C@](C)(O)CO,10100.0
CHEMBL3407618,O=C(N/N=C\c1ccccn1)c1ccc(-c2nc3ccccc3s2)cc1,10230.0
CHEMBL4475534,N#CC1=C(N)Oc2c(c(=O)[nH]c3c2ccc2ccccc23)C1c1ccc(Cl)cc1,10300.0
CHEMBL4070953,COC(=O)[C@@]1(O)OC(=O)C(Cc2ccc3c(c2)CCC(C)(C)O3)=C1c1ccc(O)cc1,10300.0
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,10400.0
CHEMBL5201393,CC(C)=CCc1cc(C[C@@]2(C(=O)O)OC(=O)C(OC(C)(C)[C@@H](O)Cc3cc(C[C@@]4(C(=O)O)OC(=O)C(O)=C4c4ccc(O)cc4)ccc3O)=C2c2ccc(O)cc2)ccc1O,10500.0
CHEMBL5287920,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(C)cc2C)nn1,10600.0
CHEMBL4209580,CCCOc1ccc(-c2c(OC)cc(-c3ccc(O)cc3)c(OC)c2OCCC)cc1,10700.0
CHEMBL5284713,C=C(C)/C=C/c1c(O)cc2oc3cc(O)c(OC)c(C/C=C(\C)CC=C(C)C)c3c(=O)c2c1O,10700.0
CHEMBL5287666,C=C(C)/C=C/c1c(O)c(CC=C(C)C)c2oc3c(O)ccc(O)c3c(=O)c2c1O,10800.0
CHEMBL2259851,COc1ccc(/C=C/C(=O)c2cc3ccoc3cc2O)cc1OC,10800.0
CHEMBL2259846,O=C(/C=C/c1ccc(O)cc1)c1ccc2occc2c1O,10900.0
CHEMBL394049,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccc(OC)cc2)OC1=O,11000.0
CHEMBL3351101,CCCC[C@H]1N[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,11000.0
CHEMBL4448195,O=C(CCCSc1nc2ccccc2s1)Nc1cccc2ccccc12,11000.0
CHEMBL2159631,O=S(=O)([O-])O[C@@H]([C@@H](O)[C@H](O)[C@@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,11000.0
CHEMBL5396511,O=C(c1ccccc1)c1ccc2nc(-c3ccc(O)cc3)[nH]c2c1,11020.0
CHEMBL3407640,COc1cccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c1,11090.0
CHEMBL3407646,O=C(N/N=C/c1cc(O)cc(O)c1)c1ccc(-c2nc3ccccc3s2)cc1,11120.0
CHEMBL3407622,O=C(N/N=C/c1cccc(O)c1O)c1ccc(-c2nc3ccccc3s2)cc1,11220.0
CHEMBL3407620,O=C(N/N=C/c1ccc(O)cc1)c1ccc(-c2nc3ccccc3s2)cc1,11290.0
CHEMBL1795465,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)c(O)c1,11300.0
CHEMBL561643,COc1c(O)cc2oc3cc4c(c(O)c3c(=O)c2c1CC=C(C)C)C=CC(C)(C)O4,11400.0
CHEMBL5281284,Cc1ccc(-c2ccc(C(=O)Sc3nccs3)o2)cc1,11430.0
CHEMBL5282294,Cc1[nH]c2ccccc2c1C1Nc2ccccc2CO1,11500.0
CHEMBL5268802,Cc1ccc2c(c1)COC(c1c(C)[nH]c3ccccc13)N2,11500.0
CHEMBL5266267,Cc1ccc2c(c1)COC(c1c(-c3ccccc3)[nH]c3ccccc13)N2,11500.0
CHEMBL5266537,Clc1ccc2c(c1)COC(c1c(-c3ccccc3)[nH]c3ccccc13)N2,11500.0
CHEMBL5286690,Clc1ccc2c(c1)NC(c1c[nH]c3ccccc13)OC2,11500.0
CHEMBL5281418,c1ccc2c(c1)COC(c1c[nH]c3ccccc13)N2,11500.0
CHEMBL5277262,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)NCc2ccccc2)nn1,11600.0
CHEMBL4097406,O=C(Cn1cc(CSc2nnc(-c3ccccc3)c(-c3ccccc3)n2)nn1)Nc1cc(Cl)ccc1Cl,11630.0
CHEMBL4097120,CC1(C)CCc2cc(CC3OC(=O)C(O)=C3c3ccc(O)cc3)ccc2O1,11650.0
CHEMBL5275387,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccccc2)nn1,11700.0
CHEMBL4580943,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)cc1OC,11820.0
CHEMBL3407645,O=C(N/N=C/c1cc(O)ccc1O)c1ccc(-c2nc3ccccc3s2)cc1,11850.0
CHEMBL5286942,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)NCc1ccccc1,12000.0
CHEMBL1933098,C[C@@H]1CNC[C@@H](O)[C@@H](O)[C@@H]1O.Cl,12000.0
