molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4521652,Cc1cccc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)c1,20000.0
CHEMBL4472698,COc1cccc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)c1,20000.0
CHEMBL4468008,Nc1c(C(c2ccc(O)cc2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4526264,Clc1ccc2sc(SCc3cn(Cc4ccccc4Cl)nn3)nc2c1,20000.0
CHEMBL4473217,Clc1ccc2sc(SCc3cn(Cc4ccccc4Br)nn3)nc2c1,20000.0
CHEMBL4551747,CC(C)(C)c1ccc(Cn2cc(CSc3nc4cc(Cl)ccc4s3)nn2)cc1,20000.0
CHEMBL4556172,Nc1c(C(c2ccc([N+](=O)[O-])cc2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4443928,Clc1ccc2sc(SCc3cn(Cc4ccc(Br)cc4)nn3)nc2c1,20000.0
CHEMBL4440340,Clc1ccc(Cn2cc(CSc3nc4cc(Cl)ccc4s3)nn2)cc1,20000.0
CHEMBL4584797,Cc1c(C(c2ccc(-c3nnc(-c4cn(C)c5ccccc45)o3)cc2)c2c(C)n(C)c3ccccc23)c2ccccc2n1C,20000.0
CHEMBL4590046,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccccc34)c3c[nH]c4ccccc34)cc2)o1,20000.0
CHEMBL4462234,Fc1ccccc1Cn1cc(CSc2nc3cc(Cl)ccc3s2)nn1,20000.0
CHEMBL4547082,CC(C)(C)c1ccc(Cn2cc(CSc3nc4ccccc4s3)nn2)cc1,20000.0
CHEMBL4463405,Fc1cccc(Cn2cc(CSc3nc4ccccc4s3)nn2)c1,20000.0
CHEMBL4457153,Brc1ccccc1Cn1cc(CSc2nc3ccccc3s2)nn1,20000.0
CHEMBL4483439,Clc1ccc2sc(SCc3cn(Cc4ccccc4)nn3)nc2c1,20000.0
CHEMBL4457442,Clc1cc(Cl)cc(Cn2cc(CSc3nc4cc(Cl)ccc4s3)nn2)c1,20000.0
CHEMBL4586570,Fc1ccc(Cn2cc(CSc3nc4cc(Cl)ccc4s3)nn2)cc1,20000.0
CHEMBL4580550,Fc1cccc(Cn2cc(CSc3nc4cc(Cl)ccc4s3)nn2)c1,20000.0
CHEMBL4521721,COc1cc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)cc(Cl)c1O,20000.0
CHEMBL4462160,COc1cc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)cc(Br)c1O,20000.0
CHEMBL4570923,Nc1c(C(c2ccccc2F)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4531264,Nc1c(C(c2ccccc2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000.0
CHEMBL4204714,COc1cc(-c2ccc(OCC=C(C)C)cc2)c(OC)c(O)c1-c1ccc(O)cc1,20100.0
CHEMBL4215507,C#CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(OCC#C)c2OC)cc1,20100.0
CHEMBL4071884,Cc1cccc(NC(=O)Cn2cc(CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)nn2)c1,20170.0
CHEMBL4208759,O=C1/C(=C/c2ccccc2)CCC/C1=C\c1ccc(O)c(O)c1,20300.0
CHEMBL2207955,Cc1ccc(C2=C/C(=C\C#N)N3C(=N2)Sc2ccccc23)cc1,20300.0
CHEMBL3928380,COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2Cc2cn(CC(=O)Nc3cccc(C)c3)nn2)cc(OC)c1OC,20330.0
CHEMBL4209191,CC(C)=CCC/C(C)=C/COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1,20600.0
CHEMBL5394927,CC(C)(C)c1ccc(Cn2cc(CCS3=Nc4cc(Cl)ccc4C3)nn2)cc1,20700.0
CHEMBL1312057,O=C(Nc1nccs1)c1ccc(-c2ccc(F)cc2)o1,20717.0
CHEMBL2418237,COc1ccc(/C=C/C(=O)O[C@@H]2C[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)cc1O,20810.0
CHEMBL4291262,O=C1NC(=O)/C(=C/c2ccc(OCN3C(=O)c4ccccc4C3=O)c(Cl)c2)S1,20950.0
CHEMBL2159636,O=S(=O)([O-])O[C@H]([C@@H](O)[C@@H](O)[C@@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,21000.0
CHEMBL1224411,C=C(C)C1Cc2c(cc3oc4cc(O)c(OC)c(CC=C(C)C)c4c(=O)c3c2O)O1,21000.0
CHEMBL4061562,O=C(Cn1cc(CSc2nnc(-c3ccccc3)c(-c3ccccc3)n2)nn1)Nc1ccc(F)cc1,21000.0
CHEMBL2313592,CS/C(=C/C(=O)c1ccc(C)cc1)Nc1nc2ccccc2s1,21050.0
CHEMBL2418236,COc1cc(/C=C/C(=O)O[C@H]2C[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)ccc1O,21070.0
CHEMBL2207951,COc1ccc2c(c1)SC1=NC(c3ccc(F)cc3)=C/C(=C\C#N)N12,21120.0
CHEMBL2207952,N#C/C=C1\C=C(c2ccc3ccccc3c2)N=C2Sc3ccccc3N21,21190.0
CHEMBL5279710,CC1Oc2cc(O)c3c(=O)c4c(O)ccc(O)c4oc3c2C1(C)C,21200.0
CHEMBL5275750,C=C(C)/C=C/c1c(O)c(CC=C(C)C)c2oc3c(O)cccc3c(=O)c2c1O,21500.0
CHEMBL5437233,O=C1CCCC=C1CCCCCCC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,21600.0
CHEMBL4528769,Oc1ccc(Br)cc1-c1nc2cc(Cl)ccc2s1,22000.0
CHEMBL175901,OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,22000.0
CHEMBL2207949,N#C/C=C1\C=C(c2ccc(Cl)cc2)N=C2Sc3ccccc3N21,22010.0
CHEMBL3786789,O=C(Nc1ccc(Oc2ccccc2)cc1)O/N=C1\N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,22020.0
CHEMBL4277622,O=C1NC(=O)/C(=C/c2ccc(OCN3C(=O)c4ccccc4C3=O)c([N+](=O)[O-])c2)S1,22480.0
CHEMBL261706,COc1cc2oc3cc(O)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,22600.0
CHEMBL3103158,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccc(Br)cc1,22670.0
CHEMBL4207509,O=C1C=C(c2ccc(O)cc2)C(=O)C(O)=C1c1ccc(O)cc1,22700.0
CHEMBL2236404,O=[N+]([O-])c1ccc(/N=C/c2ccccc2O)cc1,22720.0
CHEMBL4215785,Cc1cc(O)cc(O)c1C(=O)O[C@H]1[C@@H]2COC(/C=C/C=O)=CC2=CC(=O)[C@@]1(C)O,22900.0
CHEMBL5207115,O=c1[nH]c2ccccc2n2c(-c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc12,22990.0
CHEMBL4458477,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)O,23070.0
CHEMBL3103156,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccccc1Br,23120.0
CHEMBL4206708,COc1cc(-c2ccc(O)cc2)c(OC)c(OCC=C(C)C)c1-c1ccc(O)cc1,23400.0
CHEMBL5280017,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2cc(Cl)cc(Cl)c2)N2CCCCC2)c1,23510.0
CHEMBL2207948,N#C/C=C1\C=C(c2ccccc2)N=C2Sc3ccccc3N21,23540.0
CHEMBL3103091,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccccc1[N+](=O)[O-],23540.0
CHEMBL314403,OCC1(O)C(O)C(O)C2(CO)OCC(Nc3ccccc3)=NC12,23900.0
CHEMBL5279483,O=C(Nc1nccs1)c1ccc(-c2ccc(Br)cc2)o1,24125.0
CHEMBL5416538,O=c1cc(-c2ccc(OCc3cn(Cc4cc(Cl)ccc4Cl)nn3)cc2)oc2ccccc12,24370.0
CHEMBL5186121,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5cccc(OC)c5)o4)nc3c2)c2oc(SCc3nnc(-c4cccc(OC)c4)o3)nc2c1,24500.0
CHEMBL590279,CO[C@@H]1O[C@H](Cn2cc(COC3CCCCO3)nn2)[C@H]2OC(C)(C)O[C@@H]12,24700.0
CHEMBL5439027,O=c1cc(-c2ccc(OCc3cn(Cc4ccc(Cl)cc4)nn3)cc2)oc2ccccc12,24770.0
CHEMBL2207957,COc1ccc2c(c1)SC1=NC(c3ccccc3)=C/C(=C\C#N)N12,24950.0
CHEMBL4876858,C[C@@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,25000.0
CHEMBL1765343,O=S(=O)([O-])O[C@H]([C@@H](O)[C@@H](O)[C@@H](O)CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,25000.0
CHEMBL437564,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccc(N(C)C)cc2)OC1=O,25000.0
CHEMBL5084733,C=C1C(=O)O[C@@H]2/C=C(\C)[C@@H](O)C/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,25000.0
CHEMBL5077500,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CO)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,25000.0
CHEMBL5088957,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)COC(C)=O)[C@@H]12,25000.0
CHEMBL5178321,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5C)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4C)o3)nc2c1,25000.0
CHEMBL5075131,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,25000.0
CHEMBL2207950,N#C/C=C1\C=C(c2ccc(F)cc2)N=C2Sc3ccccc3N21,25030.0
CHEMBL5277400,CCc1ccc(NC(=O)Cn2cc(COc3ccc(-c4nc5ccccc5[nH]4)cc3)nn2)cc1,25200.0
CHEMBL5282285,COc1cccc(NC(=S)Nc2ccc(C(c3c(O)c4ccccc4oc3=O)c3c(O)c4ccccc4oc3=O)cc2)c1,25310.0
CHEMBL4580552,CC(C)=CCC/C(C)=C/CCC(C)(O)CCc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,25400.0
CHEMBL1782240,CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O,25500.0
CHEMBL4284072,O=C1NC(=O)/C(=C/c2ccc(OCN3C(=O)c4ccccc4C3=O)cc2)S1,25600.0
CHEMBL4097932,Cc1ccc(NC(=O)Cn2cc(CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)nn2)c(C)c1,25690.0
CHEMBL1795464,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)c(CC=C(C)C)c1,25700.0
CHEMBL3577522,CCN(CCCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,25780.0
CHEMBL5209522,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5Br)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4Br)o3)nc2c1,25800.0
CHEMBL3103159,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccccc1Cl,25910.0
CHEMBL4476560,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)cc1OC,26110.0
CHEMBL5270813,C=Cc1cc2oc3cc(O)cc(O)c3c(=O)c2c(OC)c1O,26300.0
CHEMBL3407630,O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)c1ccc(-c2nc3ccccc3s2)cc1,26380.0
CHEMBL5266858,Cc1ccc(-c2ccc(C(=O)Nc3nccs3)o2)cc1,26495.0
CHEMBL4217851,C=CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(O)c2OC)cc1,26500.0
CHEMBL1508503,O=C(Nc1nccs1)c1ccc(-c2ccccc2[N+](=O)[O-])o1,26943.0
CHEMBL5440693,COc1cc(-c2[nH]c3ccccc3c2/C=N/NC(=S)Nc2ccccc2)cc(OC)c1OC,27000.0
CHEMBL3264731,O=c1oc2ccc(Cl)cc2c(O)c1C(c1cccc([N+](=O)[O-])c1)c1c(O)c2cc(Cl)ccc2oc1=O,27070.0
CHEMBL5277933,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)Oc3[nH]c(=O)[nH]c(=O)c3C2c2c(Cl)cccc2Cl)ccc1O,27600.0
CHEMBL4082380,O=C(Cn1cc(CSc2nnc(-c3ccccc3)c(-c3ccccc3)n2)nn1)Nc1ccccc1,27710.0
CHEMBL396677,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\C(C)=C\CCC/C=C/C)OC1=O,28000.0
CHEMBL490011,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/CO)CO)[C@@H]12,28000.0
CHEMBL5079023,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CC(=O)O)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,28000.0
CHEMBL5276823,COc1c(O)cc2oc3cc(O)c(C/C=C(\C)CO)c(O)c3c(=O)c2c1C/C=C(/C)CC=C(C)C,28000.0
CHEMBL521162,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,28000.0
CHEMBL3593565,Cc1cc(O)cc(O)c1C(=O)O[C@H]1[C@@H]2COC(/C=C/C(=O)O)=CC2=CC(=O)[C@]1(C)O,28000.0
CHEMBL3407635,O=C(N/N=C/c1ccc(F)c(Br)c1)c1ccc(-c2nc3ccccc3s2)cc1,28020.0
CHEMBL2203334,N#C/C=C1\C=C(c2ccc(Br)cc2)N=C2Sc3ccccc3N21,28160.0
CHEMBL4214309,CC(C)=CCC/C(C)=C/COc1cc2oc3ccc(O)cc3c(=O)c2c(O)c1CC=C(C)C,28400.0
CHEMBL4212935,O=C1/C(=C/c2ccccc2)CCC/C1=C\c1cccc(O)c1,28400.0
CHEMBL5289765,CC(C)=CCC[C@H](CO)[C@@H]1CC[C@@H](CO)c2c(O)cc(C)cc21,28400.0
CHEMBL4451474,COc1c(O)cc2oc3cc(O)c(C/C=C(\C)CO)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,28700.0
CHEMBL2347149,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(CCNc2ccc(O)c(O)c2)C3=O)cc1,28820.0
CHEMBL5094636,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\COC(C)=O)CO)[C@@H]12,29000.0
CHEMBL3397480,CN1C(=O)C(=O)c2c1ccc1c2C(CC(=O)O)Oc2ccccc2-1,29000.0
CHEMBL5070918,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,29000.0
CHEMBL5083965,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)CO)[C@@H]12,29000.0
CHEMBL3972604,COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2Cc2cn(CC(=O)Nc3ccc(Cl)cc3)nn2)cc(OC)c1OC,29210.0
CHEMBL4287854,CCOc1cc(/C=C2\SC(=O)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O,29260.0
CHEMBL5285019,CC(C)=CCc1cc2c(=O)c3c(O)c4c(cc3oc2c(O)c1O)OC(C)(C)C=C4,29360.0
CHEMBL3103092,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccc([N+](=O)[O-])cc1,29470.0
CHEMBL4456031,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)cc1OC,29840.0
CHEMBL5281336,C=C(C)/C=C/c1c(O)cc2oc3cc(O)c(OC)c(CCC(C)(C)O)c3c(=O)c2c1O,29900.0
CHEMBL5409042,Cc1cc2nc(NC(=O)CN3C(=O)S/C(=C\c4ccc(Cl)cc4)C3=O)sc2cc1C,29910.0
CHEMBL5431278,CC(C)(C)c1ccc(CCCCCCC[C@H]2N[C@H](CO)[C@@H](O)[C@@H]2O)cc1.Cl,30000.0
CHEMBL5427599,CCCCCCCN1C[C@@H](O)[C@H](O)[C@H]1CO,30000.0
CHEMBL5400939,COc1cc(/C=C2/C(=O)N(c3ccc(C)cc3)C(C(=O)NC3CCCCC3)c3ccccc32)ccc1O,30200.0
CHEMBL5286422,COc1ccc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCC3)cc1,30200.0
CHEMBL5270854,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2ccc(OC)cc2)N2CCCCC2)c1,30450.0
CHEMBL5273562,C=C(C)/C=C/c1c(OC)c(O)cc2oc3cc4c(c(O)c3c(=O)c12)CC(O)C(C)(C)O4,30500.0
CHEMBL5286328,CC1(C)O[C@@H]2[C@@H](O)[C@H]3NC(=O)O[C@H]3C[C@@H]2O1,30500.0
CHEMBL187044,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1,30600.0
CHEMBL4217516,COc1c(O)cc2oc3cc(O)c(CCC(C)(C)O)c(O)c3c(=O)c2c1CC=C(C)C,30700.0
CHEMBL5289742,COc1ccc(-c2ccc(C(=O)Nc3nccs3)o2)cc1,30940.0
CHEMBL5271324,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,31100.0
CHEMBL4211347,COc1c(Cl)c(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1,31300.0
CHEMBL5393724,COc1ccc2c(c1)/C(=C\c1ccc(O)c(OC)c1)C(=O)N(c1ccc(C(C)C)cc1)C2C(=O)NC(C)(C)C,31500.0
CHEMBL5278005,C=C(C)/C=C/c1c(OC)c(O)cc2oc3cc4c(c(O)c3c(=O)c12)C=C(O)C(C)(C)O4,31700.0
CHEMBL3093478,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,31800.0
CHEMBL5429017,OC[C@H]1O[C@H](OCc2cn(C[C@H]3O[C@@H]4O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)[C@@H](O)[C@@H](O[C@H]%10[C@H](O)[C@@H](O)[C@@H](O[C@H]%11[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@H]4O)O[C@@H]%11Cn3cc(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)nn3)O[C@@H]%10Cn3cc(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)nn3)O[C@@H]9Cn3cc(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)nn3)O[C@@H]8Cn3cc(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)nn3)O[C@@H]7Cn3cc(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)nn3)O[C@@H]6Cn3cc(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)nn3)O[C@@H]5Cn3cc(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)nn3)nn2)[C@@H](O)[C@@H](O)[C@@H]1O,32000.0
CHEMBL4558577,O=c1oc2ccccc2cc1OCC(O)CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1,32000.0
CHEMBL4446517,O=c1oc2ccccc2cc1OCC(O)CSc1nnc(-c2cccc(Br)c2)c(-c2cccc(Br)c2)n1,32000.0
CHEMBL4528814,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4cccc(F)c4)c(-c4cccc(F)c4)n3)cc2o1,32000.0
CHEMBL4587989,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)n3)cc2o1,32000.0
CHEMBL4579423,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4ccco4)c(-c4ccco4)n3)cc2o1,32000.0
CHEMBL4469981,O=c1ccc2ccc(OCC(O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)cc2o1,32000.0
CHEMBL4568819,O=c1oc2ccccc2cc1OCC(O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1,32000.0
CHEMBL5421188,Cl.OC[C@H]1N[C@H](CCCCCCCc2ccc(F)cc2)[C@@H](O)[C@@H]1O,32200.0
CHEMBL4206131,C=CCOc1ccc(-c2c(OC)cc(-c3ccc(O)cc3)c(OC)c2O)cc1,32200.0
CHEMBL3397477,COC(=O)CC1Oc2ccccc2-c2ccc3c(c21)C(=O)C(=O)N3Cc1ccc(OC)cc1,32300.0
CHEMBL4561766,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)cc1OC,32330.0
CHEMBL5437870,OC[C@H]1N[C@H](CCCCCCCc2ccccc2)[C@@H](O)[C@@H]1O,33000.0
CHEMBL5398657,COc1cc(/C=C2/C(=O)N(c3ccc(C(C)C)cc3)C(C(=O)NC3CCCCC3)c3ccccc32)cc(OC)c1O,33100.0
CHEMBL4454919,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(OC)cc5oc4c3)nn2)c(OC)c1,33160.0
CHEMBL3621760,O=C(CCCCCCC[C@H](O)c1ccccc1)c1c(O)cc(O)c(C(CCc2ccccc2)c2ccc(O)cc2O)c1O,33890.0
CHEMBL4288954,O=C1NC(=S)S/C1=C\c1cccc(OCN2C(=O)c3ccccc3C2=O)c1,33980.0
CHEMBL501385,OC[C@@H]1CNC[C@H](O)[C@H]1O,34000.0
CHEMBL5276562,C=C(C)/C=C/c1c(OC)c(O)cc2oc3cc4c(c(O)c3c(=O)c12)C=CC(C)(C)O4,34200.0
CHEMBL267963,COc1cc([C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O,34300.0
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,34690.0
CHEMBL3397476,COC(=O)CC1Oc2ccccc2-c2cc(C)c3c(c21)C(=O)C(=O)N3C,34800.0
CHEMBL4286187,O=C1NC(=S)S/C1=C\c1cc(Cl)ccc1OCN1C(=O)c2ccccc2C1=O,34820.0
CHEMBL3354620,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CC(F)(F)CCCOCc1ccc(-c2ccccc2)cc1,35000.0
CHEMBL1099207,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1,35000.0
CHEMBL4277201,COc1cc(/C=C2\SC(=O)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O,35140.0
CHEMBL388525,O=c1c2ccccc2oc2cc(O)cc(O)c12,35200.0
CHEMBL5282120,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)Oc3[nH]c(=O)[nH]c(=O)c3C2c2c[nH]c3ccccc23)ccc1O,35300.0
CHEMBL5399960,COc1ccc(/C=C/C(=O)C2=C(/C=C/c3ccc(OC)c(O)c3)Oc3[nH]c(=O)[nH]c(=O)c3C2c2c[nH]c3ccccc23)cc1O,35300.0
CHEMBL4210289,COc1cc(-c2ccc(O)cc2)c(OC)c(OC(=O)c2ccco2)c1-c1ccc(O)cc1,35400.0
CHEMBL5269761,COc1cc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCCC3)ccc1O,35400.0
CHEMBL496060,CC(C)=CCC/C(C)=C/CC/C(=C/Cc1cc(O)ccc1O)C(=O)O,35500.0
CHEMBL4278947,O=C1NC(=S)S/C1=C\c1cc([N+](=O)[O-])ccc1OCN1C(=O)c2ccccc2C1=O,35790.0
CHEMBL4467071,Cc1cc2nc(-c3ccc(C(=O)NNC(=S)Nc4ccc([N+](=O)[O-])cc4)cc3)[nH]c2cc1C,35830.0
CHEMBL3222211,CCCCN(CCCC)[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,36000.0
CHEMBL223096,N[C@@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,36000.0
CHEMBL240080,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccco2)OC1=O,36000.0
CHEMBL2414746,O=C(NC[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc([N+](=O)[O-])cc1,36200.0
CHEMBL4215150,O=C(/C=C(O)/C=C/c1cccc(O)c1)c1cc(Cl)ccc1O,36400.0
CHEMBL2181096,COC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1,36610.0
CHEMBL458845,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,37400.0
CHEMBL4098875,Cc1ccccc1NC(=O)Cn1cc(CSc2nnc(-c3ccccc3)c(-c3ccccc3)n2)nn1,37440.0
CHEMBL3103088,O=C(N/N=C1/c2ccccc2-c2nc3ccccc3nc21)c1ccc(I)cc1,37720.0
CHEMBL505898,O=c1c2c(O)cc(O)cc2oc2cc(O)cc(O)c12,39000.0
CHEMBL2409320,OC[C@H](O)[C@@H]1NC[C@@H]1O,39000.0
CHEMBL2414823,OC[C@H]1O[C@@H](CNCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,39200.0
CHEMBL5440853,COc1c(C(C)c2ccc(O)cc2O)cc2oc(-c3ccccc3)cc(=O)c2c1O,39210.0
CHEMBL3397050,COC(=O)CC1Oc2ccccc2-c2cc(C)c3c(c21)C(=O)C(=O)N3Cc1ccccc1,39300.0
CHEMBL4282143,COc1cc(/C=C2\SC(=S)NC2=O)cc(OC)c1OCN1C(=O)c2ccccc2C1=O,39810.0
CHEMBL5401791,Cl.OC[C@H]1N[C@H](CCCCCCCc2ccc(Cl)cc2)[C@@H](O)[C@@H]1O,40000.0
CHEMBL5398090,OC[C@@H]1[C@@H](O)[C@H](O)CN1CCCCc1ccccc1,40000.0
CHEMBL5282953,COC(=O)c1c(O)c(O)cc2oc3c(Cl)c(C)c(Cl)c(O)c3c(=O)c12,40000.0
CHEMBL5201575,O=C(/C=C/c1ccccc1)/C=C1/Nc2ccccc2NC1=O,40090.0
